country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Costa Rica,CRI,2021-01-23,,,,,2344.0,,,,460.0,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025
Costa Rica,CRI,2021-01-24,,,,,2510.0,,,,493.0,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025
Costa Rica,CRI,2021-01-25,48128.0,45707.0,2421.0,,2677.0,0.94,0.9,0.05,526.0,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025
Costa Rica,CRI,2021-01-26,,,,,2490.0,,,,489.0,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025
Costa Rica,CRI,2021-01-27,,,,,2303.0,,,,452.0,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025
Costa Rica,CRI,2021-01-28,,,,,2116.0,,,,415.0,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025
Costa Rica,CRI,2021-01-29,,,,,1929.0,,,,379.0,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025
Costa Rica,CRI,2021-01-30,,,,,1742.0,,,,342.0,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025
Costa Rica,CRI,2021-01-31,,,,,1555.0,,,,305.0,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025
Costa Rica,CRI,2021-02-01,57701.0,45863.0,11838.0,,1368.0,1.13,0.9,0.23,269.0,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025
Costa Rica,CRI,2021-02-02,,,,,1528.0,,,,300.0,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025
Costa Rica,CRI,2021-02-03,,,,,1688.0,,,,331.0,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025
Costa Rica,CRI,2021-02-04,,,,,1848.0,,,,363.0,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025
Costa Rica,CRI,2021-02-05,,,,,2007.0,,,,394.0,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025
Costa Rica,CRI,2021-02-06,,,,,2167.0,,,,425.0,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025
Costa Rica,CRI,2021-02-07,,,,,2327.0,,,,457.0,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025
Costa Rica,CRI,2021-02-08,75113.0,46750.0,28363.0,,2487.0,1.47,0.92,0.56,488.0,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025
Croatia,HRV,2020-12-30,7864.0,7864.0,,,,0.19,0.19,,,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2020-12-31,,,,,1105.0,,,,269.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-01,,,,,1105.0,,,,269.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-02,,,,,1105.0,,,,269.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-03,12285.0,12285.0,,,1105.0,0.3,0.3,,269.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-04,,,,,1036.0,,,,252.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-05,13798.0,13798.0,,,989.0,0.34,0.34,,241.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-06,,,,,1334.0,,,,325.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-07,20603.0,20603.0,,,1662.0,0.5,0.5,,405.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-08,24985.0,24985.0,,4382.0,2130.0,0.61,0.61,,519.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-09,30000.0,30000.0,,5015.0,2689.0,0.73,0.73,,655.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-10,,,,,2693.0,,,,656.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-11,,,,,2748.0,,,,669.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-12,,,,,2802.0,,,,683.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-13,34553.0,34553.0,,,2479.0,0.84,0.84,,604.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-14,38000.0,38000.0,,3447.0,2485.0,0.93,0.93,,605.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-15,41532.0,41532.0,,3532.0,2364.0,1.01,1.01,,576.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-16,45906.0,45906.0,,4374.0,2272.0,1.12,1.12,,553.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-17,,,,,2510.0,,,,611.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-18,,,,,2747.0,,,,669.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-19,54304.0,54304.0,,,2984.0,1.32,1.32,,727.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-20,,,,,3329.0,,,,811.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-21,,,,,3343.0,,,,814.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-22,64951.0,,,,3346.0,1.58,,,815.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-23,,,,,2960.0,,,,721.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-24,,,,,2800.0,,,,682.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-25,69984.0,58077.0,11907.0,,2640.0,1.7,1.41,0.29,643.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-26,,,,,2598.0,,,,633.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-27,,,,,2448.0,,,,596.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-28,,,,,2299.0,,,,560.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-29,80000.0,,,,2150.0,1.95,,,524.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-30,,,,,2097.0,,,,511.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-01-31,,,,,2045.0,,,,498.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-02-01,83928.0,58829.0,25099.0,,1992.0,2.04,1.43,0.61,485.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-02-02,,,,,1920.0,,,,468.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-02-03,87929.0,59064.0,28865.0,,1848.0,2.14,1.44,0.7,450.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-02-04,95505.0,59593.0,35912.0,7576.0,2573.0,2.33,1.45,0.87,627.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-02-05,,,,,2406.0,,,,586.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-02-06,,,,,2411.0,,,,587.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-02-07,,,,,2415.0,,,,588.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-02-08,,,,,2420.0,,,,589.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Croatia,HRV,2021-02-09,102207.0,61241.0,41966.0,,2326.0,2.49,1.49,1.02,567.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/vlada-donijela-plan-cijepljenja-kroz-njega-smo-istaknuli-nasu-solidarnost-i-usmjerenost-prema-najugrozenijim-skupinama/31474
Cyprus,CYP,2021-01-06,3901.0,,,,,0.45,,,,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-01-07,,,,,534.0,,,,610.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-01-08,,,,,534.0,,,,610.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-01-09,,,,,534.0,,,,610.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-01-10,6035.0,,,,534.0,0.69,,,610.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-01-11,,,,,594.0,,,,678.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-01-12,,,,,635.0,,,,725.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-01-13,,,,,664.0,,,,758.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-01-14,,,,,708.0,,,,808.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-01-15,10226.0,,,,751.0,1.17,,,857.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-01-16,,,,,821.0,,,,937.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-01-17,,,,,891.0,,,,1017.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-01-18,,,,,917.0,,,,1047.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-01-19,,,,,943.0,,,,1077.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-01-20,,,,,969.0,,,,1106.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-01-21,,,,,996.0,,,,1137.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-01-22,17379.0,15322.0,2057.0,,1022.0,1.98,1.75,0.23,1167.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-01-23,,,,,1035.0,,,,1182.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-01-24,,,,,1048.0,,,,1196.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-01-25,,,,,1061.0,,,,1211.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-01-26,,,,,1074.0,,,,1226.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-01-27,,,,,1087.0,,,,1241.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-01-28,,,,,1100.0,,,,1256.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-01-29,25168.0,19617.0,5551.0,,1113.0,2.87,2.24,0.63,1271.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-01-30,,,,,1110.0,,,,1267.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-01-31,,,,,1108.0,,,,1265.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-02-01,,,,,1105.0,,,,1262.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-02-02,,,,,1103.0,,,,1259.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-02-03,,,,,1100.0,,,,1256.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-02-04,,,,,1098.0,,,,1254.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Cyprus,CYP,2021-02-05,32837.0,22813.0,10024.0,,1096.0,3.75,2.6,1.14,1251.0,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/
Czechia,CZE,2020-12-27,1258.0,1258.0,,,,0.01,0.01,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2020-12-28,3541.0,3541.0,,2283.0,2283.0,0.03,0.03,,213.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2020-12-29,7002.0,7002.0,,3461.0,2872.0,0.07,0.07,,268.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2020-12-30,10468.0,10468.0,,3466.0,3070.0,0.1,0.1,,287.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2020-12-31,11778.0,11778.0,,1310.0,2630.0,0.11,0.11,,246.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-01,12040.0,12040.0,,262.0,2156.0,0.11,0.11,,201.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-02,13296.0,13296.0,,1256.0,2006.0,0.12,0.12,,187.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-03,14212.0,14212.0,,916.0,1851.0,0.13,0.13,,173.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-04,17779.0,17779.0,,3567.0,2034.0,0.17,0.17,,190.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-05,22285.0,22285.0,,4506.0,2183.0,0.21,0.21,,204.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-06,28087.0,28087.0,,5802.0,2517.0,0.26,0.26,,235.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-07,36027.0,36027.0,,7940.0,3464.0,0.34,0.34,,323.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-08,45964.0,45964.0,,9937.0,4846.0,0.43,0.43,,453.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-09,47959.0,47959.0,,1995.0,4952.0,0.45,0.45,,462.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-10,49673.0,49673.0,,1714.0,5066.0,0.46,0.46,,473.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-11,59438.0,59438.0,,9765.0,5951.0,0.56,0.56,,556.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-12,72798.0,72798.0,,13360.0,7216.0,0.68,0.68,,674.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-13,86266.0,86266.0,,13468.0,8311.0,0.81,0.81,,776.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-14,101330.0,101330.0,,15064.0,9329.0,0.95,0.95,,871.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-15,115114.0,115114.0,,13784.0,9879.0,1.07,1.07,,922.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-16,118431.0,118431.0,,3317.0,10067.0,1.11,1.11,,940.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-17,121499.0,120876.0,623.0,3068.0,10261.0,1.13,1.13,0.01,958.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-18,135667.0,133267.0,2400.0,14168.0,10890.0,1.27,1.24,0.02,1017.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-19,150595.0,145507.0,5088.0,14928.0,11114.0,1.41,1.36,0.05,1038.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-20,166293.0,158627.0,7666.0,15698.0,11432.0,1.55,1.48,0.07,1068.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-21,183151.0,173776.0,9375.0,16858.0,11689.0,1.71,1.62,0.09,1092.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
